Slovoforma,lemma,part_of_speech,letters_in_slovoforma,slogi_slovoforma,rang_frequency_NKRIA,IA_DWELL_TIME_%,IA_AVERAGE_FIX_PUPIL_SIZE,IA_FIRST_FIXATION_DURATION,IA_FIRST_FIXATION_TIME,IA_FIRST_FIX_PROGRESSIVE,IA_FIRST_RUN_FIXATION_%,IA_REGRESSION_IN,IA_REGRESSION_OUT,IA_REGRESSION_PATH_DURATION,TRIAL_FIXATION_COUNT,sex,grade
ухаживали,ухаживать,V,9,5,3,0.0373,1111.8,826,44438,0,0.0272,0,0,2300,184,m,1
хватается,хвататься,V,9,4,2,0.0263,1615.17,260,78914,1,0.0247,0,0,2304,243,f,1
переделках,переделка,S,10,4,1,0.0466,1634,898,12912,0,0.0165,0,0,2490,121,m,1
воспитание,воспитание,S,10,4,3,0.0264,1462.75,286,92,1,0.0031,1,1,39890,323,f,1
небось,небось,ADV,6,2,3,0.0341,823.86,434,65394,1,0.0175,1,0,1318,229,f,1
похожа,похожий,A,6,3,4,0.0479,992.67,191,101,1,0.0071,0,1,31487,141,f,1
современный,современный,A,11,4,4,0.0491,1344.33,134,12034,0,0.0523,1,0,2320,172,f,1
народ,народ,S,5,2,5,0.0302,1723.33,234,10006,0,0.0048,1,0,2460,209,f,1
певчие,певчий,A,6,2,3,0.0707,632.17,306,27682,1,0.0583,0,0,2320,103,f,2
трудоемкие,трудоемкий,A,10,5,1,0.0493,1360.44,204,24342,1,0.0116,0,1,2586,172,f,1
гоняет,гонять,V,6,3,1,0.0265,1481,268,86074,1,0.0248,0,0,2326,323,f,1
летом,летом,ADV,5,2,5,0.0389,1695.27,126,14040,0,0.0037,0,0,1174,267,f,1
луковицы,луковица,S,8,4,2,0.0522,1886,706,12424,0,0.0323,0,0,2328,124,f,2
заходит,заходить,V,7,3,4,0.059,1511,998,12344,0,0.0387,0,0,2330,155,f,1
себе,себя,P,4,2,5,0.0458,1055.86,116,21908,0,0.0053,1,0,2286,188,m,1
выполняет,выполнять,V,9,4,4,0.0284,743.62,238,302,1,0.0039,0,1,35540,256,f,1
несправедливость,несправедливость,S,16,5,2,0.0589,982.78,394,9932,0,0.057,0,0,2332,158,m,1
воспитание,воспитание,S,10,4,3,0.0437,653.88,272,92,1,0.0054,0,1,30524,185,f,2
горшок,горшок,S,6,2,2,0.0267,1463.5,210,6380,0,0.0248,0,0,2342,323,f,1
компьютером,компьютер,S,11,4,3,0.0581,1436.5,342,29466,0,0.0559,0,0,2342,143,f,1
заменяет,заменять,V,8,4,3,0.0305,1762.75,602,24404,0,0.0048,1,0,602,209,f,1
трещат,трещать,V,6,2,2,0.0522,1282.17,670,2334,0,0.0472,0,0,2342,127,m,1
делает,делать,V,6,3,5,0.0348,1636.67,152,27066,0,0.0339,1,0,2346,177,f,1
гладиолусов,гладилоус,S,11,5,1,0.0801,1442,290,1810,0,0.0099,0,0,7538,101,f,3
волною,волна,S,6,3,2,0.0496,853.78,324,41340,1,0.0432,1,0,2054,162,f,2
заменяет,заменять,V,8,4,3,0.0374,1026.5,146,19544,0,0.0049,0,0,4724,203,m,2
клубни,клубень,S,6,2,2,0.0528,2062.17,318,19668,1,0.0081,0,1,2900,124,f,2
заменяет,заменять,V,8,4,3,0.0499,1360,196,17748,0,0.0465,0,0,2356,172,f,1
называется,называться,V,10,5,5,0.0572,1026.38,154,31034,0,0.0072,0,0,3014,138,f,1
жужжит,жужжать,V,6,2,2,0.0563,984.43,536,26182,0,0.0526,0,0,2358,114,f,1
осталась,оставаться,V,8,3,5,0.0499,830.5,152,45862,1,0.0062,0,1,3370,162,f,2
красные,красный,A,7,3,5,0.0601,1499,332,35798,1,0.046,1,0,1614,174,f,1
воспитание,воспитание,S,10,4,3,0.0348,795.43,134,33444,0,0.0044,1,0,134,229,f,1
чернильницу,чернильница,S,11,4,2,0.0418,999.8,116,46192,1,0.0461,0,0,2366,217,f,1
возмущала,возмущать,V,9,4,1,0.0385,1009.33,244,12438,0,0.0052,0,0,8450,191,m,2
освоил,осваивать,V,6,3,1,0.0295,1564.75,150,49586,1,0.0039,1,1,4498,257,m,1
сразу,сразу,ADV,5,2,4,0.0257,1183.2,730,65932,1,0.0034,0,1,13012,295,m,1
разноцветные,разноцветный,A,12,4,3,0.0555,1187.17,844,35478,0,0.0296,0,0,2368,135,f,1
увидала,увидать,V,7,3,3,0.0374,987.57,152,18494,0,0.0376,0,0,2370,186,f,1
небось,небось,ADV,6,2,3,0.0288,608.12,230,75660,1,0.0031,0,1,4942,319,f,1
рябчики,рябчик,S,7,2,2,0.0794,1337,392,6594,1,0.0128,0,1,8984,78,m,2
затем,затем,CON,5,2,5,0.035,1321.43,674,48880,1,0.0327,0,0,2372,214,m,1
посадили,посадить,V,8,4,4,0.0425,1560.5,768,13892,0,0.0537,0,0,2372,149,f,1
детей,ребенок,S,5,2,4,0.0403,949.12,322,31488,0,0.0155,1,0,1854,193,f,2
унесло,уносить,V,6,3,2,0.065,957.6,204,32462,1,0.041,0,0,2376,122,f,2
воспитание,воспитание,S,10,4,3,0.0372,877.75,274,42496,0,0.0348,0,0,2376,230,f,3
другая,другой,A,6,3,5,0.0686,1311.29,170,11392,0,0.0459,0,0,2556,109,m,2
жители,житель,S,6,2,5,0.0352,1120.71,130,372,0,0.0327,1,0,2384,214,m,1
сойка,сойка,S,5,1,1,0.0402,1160,558,62636,1,0.0347,0,0,2386,144,m,2
отправляется,отправляться,V,12,5,4,0.0627,1490,110,30138,0,0.0647,1,0,2392,139,f,1
чутко,чутко,ADV,5,2,3,0.0568,1382.5,150,26756,0,0.0355,1,0,1520,169,f,1
переделках,переделка,S,10,4,1,0.0516,1052.67,344,13444,0,0.0055,0,0,2722,182,m,1
сломанный,сломать,VP,9,3,1,0.029,562.88,220,1994,0,0.0063,1,0,3184,319,f,1
ешь,есть,V,3,1,3,0.0479,1386.6,460,40876,1,0.0065,1,1,3382,154,m,2
гладиолусы,гладиолус,S,10,5,1,0.0562,1174.86,254,31588,1,0.0148,0,1,13090,135,f,1
увидала,увидать,V,7,3,3,0.0468,1324,118,330,0,0.0179,1,0,10830,168,m,1
дикие,дикий,A,5,2,4,0.0488,1079.29,240,15450,0,0.05,0,0,2526,140,f,1
севера,север,S,6,2,4,0.0357,1688.71,118,380,0,0.0056,1,0,3694,177,f,1
изобрёл,изобретать,V,7,3,3,0.05,1363.5,230,6954,0,0.031,0,0,2406,129,m,1
изобрёл,изобретать,V,7,3,3,0.0598,1589.43,176,8448,0,0.049,0,0,2410,143,f,1
возмущала,возмущать,V,9,4,1,0.0443,1232.57,418,7840,0,0.0122,1,0,604,164,m,1
сразу,сразу,ADV,5,2,4,0.0483,1203.5,262,57366,0,0.0065,1,0,3044,154,m,2
скрипит,скрипеть,V,7,2,3,0.0539,1321.14,150,6606,0,0.0551,0,0,2416,127,m,1
певчие,певчий,A,6,2,3,0.0491,998.12,374,40938,1,0.0571,0,0,2416,140,f,1
белого,белый,A,6,3,4,0.0357,1256.22,182,6492,0,0.028,0,0,1564,214,m,1
чернильницу,чернильница,S,11,4,2,0.0445,1175.43,200,43920,0,0.0061,0,0,2746,164,m,1
мальчики,мальчик,S,8,3,4,0.0434,1563.11,154,10394,0,0.0067,0,0,3182,149,f,1
девочки,девочка,S,7,3,5,0.0393,1122.6,190,2532,0,0.0272,0,0,2424,184,m,1
вовсе,вовсе,ADV,5,2,5,0.0512,844.33,223,93,1,0.0062,0,1,35429,162,f,2
тракторист,тракторист,S,10,3,2,0.1069,1053.25,242,22902,1,0.022,0,0,2427,91,f,3
георгины,георгин,S,8,4,1,0.0435,1437.33,266,53474,1,0.0403,0,0,2428,149,f,1
августе,август,S,7,3,4,0.0572,991.5,438,33352,1,0.0077,1,1,1150,130,f,2
белая,белый,A,5,3,4,0.0359,1226.86,868,74542,1,0.0327,0,0,2430,214,m,1
волною,волна,S,6,3,2,0.0383,1141.11,220,56468,1,0.0484,0,0,2432,186,f,1
переделках,переделка,S,10,4,1,0.0416,967.38,382,8200,0,0.0168,0,0,2584,179,f,1
воспитание,воспитание,S,10,4,3,0.0336,1209,400,98,1,0.004,0,1,38782,252,f,1
освоил,осваивать,V,6,3,1,0.0295,692.75,114,60808,0,0.0031,1,0,1674,319,f,1
щёку,щека,S,4,2,3,0.0304,1366.62,124,368,0,0.0039,1,0,7164,257,m,1
хватается,хвататься,V,9,4,2,0.0603,1531.73,162,35844,1,0.0138,0,1,1456,145,f,3
умкой,умка,S,5,2,1,0.0457,1986,292,8492,0,0.0255,0,0,2438,157,f,2
горшок,горшок,S,6,2,2,0.0264,1218.57,294,9176,0,0.0033,0,0,4718,302,m,2
скрипит,скрипеть,V,7,2,3,0.0848,1103.71,340,98,1,0.0106,1,0,340,94,m,2
пчёлка,пчелка,S,6,2,2,0.0546,1326.11,114,13598,1,0.0079,1,1,7446,127,m,1
певчие,певчий,A,6,2,3,0.1071,1478.12,192,18778,1,0.0127,0,1,2804,79,f,3
может,может,PART,5,2,4,0.0378,1033.8,242,47100,1,0.0039,1,1,776,254,m,1
воркуют,ворковать,V,7,3,1,0.0842,1417.2,812,6648,0,0.0685,0,0,2450,73,m,1
стальной,стальной,A,9,2,3,0.0593,1542.2,138,324,0,0.039,1,0,1300,154,f,3
было,быть,V,4,2,5,0.04,856.1,162,26692,1,0.0133,1,0,648,226,f,3
гладиолусы,гладиолус,S,10,5,1,0.1472,1082.33,264,17972,1,0.1184,0,0,2467,76,f,2
умкой,умка,S,5,2,1,0.0386,805.78,128,9878,0,0.005,0,0,2864,201,f,1
георгинов,георгин,S,9,4,1,0.059,1252.33,310,19636,0,0.0523,1,0,2322,153,f,2
современный,современный,A,11,4,4,0.0538,1780.56,334,10618,0,0.0068,1,0,334,147,f,1
небось,небось,ADV,6,2,3,0.028,1223.5,466,78370,0,0.0038,1,0,2520,265,f,1
жители,житель,S,6,2,5,0.0594,1683.88,162,594,0,0.0345,1,0,1816,145,f,1
увидала,увидать,V,7,3,3,0.0632,1384.86,183,99,1,0.0088,0,1,9847,114,m,1
берлогу,берлога,S,7,3,2,0.0629,1583.83,146,20528,0,0.0065,1,0,3470,155,f,1
волною,волна,S,6,3,2,0.093,1097.5,216,14704,1,0.011,1,1,5504,91,f,2
тракторист,тракторист,S,10,3,2,0.0536,1015.22,320,41110,1,0.0165,0,1,9040,182,m,1
площадках,площадка,S,9,3,3,0.0503,1512.75,164,24352,1,0.0248,1,0,612,121,m,1
переделках,переделка,S,10,4,1,0.0311,1348.57,606,13308,0,0.0272,1,0,2492,257,m,1
жужжит,жужжать,V,6,2,2,0.0634,1395.5,294,10522,1,0.0088,0,1,17682,114,m,1
воспитывают,воспитывать,V,11,5,1,0.0303,556.56,150,350,0,0.0031,1,0,34032,319,f,1
тундру,тундра,S,6,2,2,0.0633,1473.22,308,14836,0,0.0065,0,0,2740,155,f,1
воспитывают,воспитывать,V,11,5,1,0.0407,1027.38,284,23518,0,0.0052,1,0,7416,191,m,2
несправедливость,несправедливость,S,16,5,2,0.0347,1122,280,25284,0,0.004,1,0,2196,252,f,1
воспитание,воспитание,S,10,4,3,0.0505,1676.7,227,103,1,0.0057,0,1,25263,174,f,1
воркуют,ворковать,V,7,3,1,0.0766,1188.11,158,682,0,0.0291,1,0,642,103,m,1
вовсе,вовсе,ADV,5,2,5,0.041,874,284,25564,1,0.0177,1,0,1004,226,f,3
гладиолусы,гладиолус,S,10,5,1,0.0672,977.11,154,38386,1,0.0698,0,0,2520,129,m,1
луковицы,луковица,S,8,4,2,0.0409,1197.57,106,318,0,0.0054,1,0,16030,184,m,1
несправедливость,несправедливость,S,16,5,2,0.0509,1646.12,572,16940,0,0.0402,1,0,2130,174,f,1
посеяли,посеять,V,7,4,1,0.1368,1214.12,152,1150,1,0.0649,1,0,1452,77,m,3
жители,житель,S,6,2,5,0.0641,1448.4,126,320,0,0.0387,1,0,1300,155,f,1
посеяли,посеять,V,7,4,1,0.0604,1323.29,216,3316,0,0.0196,1,0,562,153,f,2
дикие,дикий,A,5,2,4,0.0771,787.67,318,8216,0,0.0097,0,0,2904,103,f,2
чутко,чутко,ADV,5,2,3,0.0475,2020.71,334,32572,0,0.0382,1,0,2506,157,f,2
кинулась,кинуться,V,8,3,3,0.0535,659.09,162,24074,0,0.0324,1,0,1646,185,f,1
хватается,хвататься,V,9,4,2,0.0287,1169.56,150,61396,1,0.0038,1,1,12598,265,f,1
управляет,управлять,V,9,4,3,0.0553,1784.75,222,42876,1,0.0068,0,1,3070,147,f,1
растения,растение,S,8,4,4,0.0413,1043.1,166,92,1,0.0054,1,1,28678,184,m,1
луковицы,луковица,S,8,4,2,0.0649,1649.27,188,9272,0,0.0345,1,0,1610,174,f,1
певчие,певчий,A,6,2,3,0.0681,681.38,192,29490,1,0.0076,0,1,2828,132,f,1
называют,называть,V,8,3,5,0.0397,799.43,864,4984,0,0.0348,0,0,2550,201,f,1
хватается,хвататься,V,9,4,2,0.0415,1150.6,152,71356,1,0.0262,0,0,2552,191,m,2
унесло,уносить,V,6,3,2,0.054,784.56,112,43614,1,0.0185,1,1,1972,162,f,2
называют,называть,V,8,3,5,0.0377,1257.5,352,4958,0,0.0187,1,0,1348,214,m,1
унесло,уносить,V,6,3,2,0.0614,1383.71,406,33920,1,0.0091,1,1,3724,110,f,1
юркая,юркий,A,5,3,1,0.0621,1056.71,202,40780,1,0.0507,0,0,2562,138,f,1
управляют,управлять,V,9,4,3,0.0871,704.64,206,11610,0,0.0088,0,0,6076,114,f,1
переделках,переделка,S,10,4,1,0.0293,1649.33,276,17620,0,0.0247,0,0,2570,243,f,1
своё,свой,A,4,2,5,0.0502,1398.11,178,26866,0,0.0119,1,0,1606,168,m,1
рябчики,рябчик,S,7,2,2,0.1327,1270.62,132,10626,0,0.0694,1,0,1540,72,f,1
чернильницу,чернильница,S,11,4,2,0.0521,1185.67,634,46284,1,0.0227,1,0,1852,176,m,2
посеяли,посеять,V,7,4,1,0.0646,1459.12,500,2326,0,0.0559,0,0,2582,143,f,1
волною,волна,S,6,3,2,0.1072,1425.5,440,19380,1,0.0294,1,0,764,102,f,3
путешествие,путешествие,S,11,5,4,0.0541,885.44,206,90,1,0.0055,0,1,36300,183,f,1
изобрёл,изобретать,V,7,3,3,0.1115,1528.2,452,4520,0,0.0127,1,0,1520,79,m,2
луковицы,луковица,S,8,4,2,0.0465,1630.75,182,16990,0,0.0403,1,0,2306,149,f,1
юркая,юркий,A,5,3,1,0.0879,728.62,526,28224,1,0.0351,1,0,1592,114,f,1
возмущала,возмущать,V,9,4,1,0.0695,1121,274,10572,0,0.0703,0,0,2594,128,f,2
волною,волна,S,6,3,2,0.0711,845.71,466,29466,1,0.0574,0,0,2596,122,f,2
умка,умка,S,4,2,1,0.0384,1147.1,198,10872,0,0.0047,1,0,2470,214,m,1
сельском,сельский,A,8,2,3,0.0526,1530.62,308,20830,1,0.0083,1,1,1612,121,m,1
расцвели,расцвести,V,8,3,2,0.0422,1102.78,226,49682,1,0.0054,1,1,2960,184,m,1
тракторист,тракторист,S,10,3,2,0.0526,1640.2,366,39504,1,0.0083,0,1,11866,121,m,1
подумала,подумать,V,8,4,5,0.0457,1355.78,132,6472,0,0.006,1,0,13540,167,m,1
разве,разве,PART,5,2,4,0.0382,1587.83,450,25960,0,0.0104,0,0,5434,192,m,1
скрипит,скрипеть,V,7,2,3,0.0652,1512.3,176,6854,0,0.0634,1,0,2492,142,f,1
севера,север,S,6,2,4,0.0658,1333.8,708,1816,0,0.0138,1,0,1452,145,f,2
появились,появиться,V,9,4,5,0.0685,1651.38,142,10476,0,0.0074,0,0,13400,135,f,1
воркуют,ворковать,V,7,3,1,0.1321,925,118,5018,0,0.0964,0,0,2630,83,m,2
чутко,чутко,ADV,5,2,3,0.0753,1201.5,168,17598,0,0.072,1,0,2456,125,f,1
возмущала,возмущать,V,9,4,1,0.0448,1020.89,160,2852,0,0.0052,1,0,3752,193,f,2
дрозды,дрозд,S,6,1,2,0.0536,1056.56,206,43486,1,0.0643,0,0,2636,140,f,1
тундру,тундра,S,6,2,2,0.0411,723.14,332,25586,0,0.005,0,0,3206,201,f,1
тундру,тундра,S,6,2,2,0.0391,1502,468,24034,0,0.0226,0,0,2636,177,f,1
траве,трава,S,5,2,4,0.063,1128.5,118,328,0,0.0088,1,0,2218,114,f,1
недолго,недолго,ADV,7,3,4,0.0691,1432.67,228,24694,0,0.0216,1,0,2458,139,f,1
гладиолусов,гладилоус,S,11,5,1,0.0731,1484.44,256,9690,0,0.0219,0,0,2908,137,f,1
благоустройстве,благоустройство,S,15,5,1,0.0639,1407.7,202,28808,1,0.0065,0,1,338,154,f,3
недолго,недолго,ADV,7,3,4,0.0495,1786.38,221,101,1,0.0064,1,1,34103,157,f,2
георгинов,георгин,S,9,4,1,0.0686,932.78,402,19968,1,0.0581,0,0,2644,155,f,1
георгинов,георгин,S,9,4,1,0.0475,1612.14,194,27688,0,0.047,0,0,2784,149,f,1
стальной,стальной,A,9,2,3,0.0457,1358.9,144,350,0,0.0488,1,0,2652,205,f,1
того,то,P,4,2,5,0.056,716.2,178,27492,0,0.0054,1,0,4768,185,f,1
посеяли,посеять,V,7,4,1,0.0596,2049,916,2406,0,0.0242,1,0,1494,124,f,2
посеяли,посеять,V,7,4,1,0.0626,929.56,158,2172,0,0.0154,1,0,620,130,f,2
называется,называться,V,10,5,5,0.0553,1372.17,428,28852,0,0.0465,0,0,2660,129,m,1
кинулась,кинуться,V,8,3,3,0.0466,1359.12,346,31818,0,0.018,0,0,2838,167,m,1
арктики,арктика,S,7,3,3,0.0557,879.25,436,12234,0,0.0437,0,0,2666,183,f,1
кинулась,кинуться,V,8,3,3,0.0435,753.22,436,20426,1,0.0133,1,0,742,226,f,3
строительных,строительный,A,12,4,4,0.0326,725,216,51540,1,0.0273,0,0,2674,256,f,1
компьютером,компьютер,S,11,4,3,0.1054,1070.62,118,5678,1,0.0116,0,1,8786,86,m,2
несправедливость,несправедливость,S,16,5,2,0.0447,1571.4,224,17516,0,0.0075,0,0,3498,267,f,1
гладиолусы,гладиолус,S,10,5,1,0.0434,1074.12,260,66500,1,0.038,0,1,2842,184,m,1
устройств,устройство,S,9,2,3,0.0661,1431.14,756,10698,0,0.0303,1,0,1912,132,m,1
тёплая,теплый,A,6,3,4,0.0397,1138.43,206,71012,1,0.0093,0,1,3120,214,m,1
увидала,увидать,V,7,3,3,0.0599,1275.57,230,90,1,0.0157,0,1,9260,127,m,1
трактором,трактор,S,9,3,2,0.035,1860.14,264,77820,1,0.0335,0,0,2690,209,f,1
певчие,певчий,A,6,2,3,0.0685,1346.8,200,34310,0,0.0351,1,0,2090,114,m,1
трактор,трактор,S,7,2,3,0.071,970.25,686,7984,0,0.0552,0,0,2708,145,f,1
переделках,переделка,S,10,4,1,0.0309,1544.2,140,16078,0,0.031,0,0,2714,323,f,1
переделках,переделка,S,10,4,1,0.0733,1119.23,332,7392,0,0.0765,0,0,2714,170,f,1
увидала,увидать,V,7,3,3,0.0946,1098.57,528,14014,0,0.0213,1,0,2440,94,m,2
чернильницу,чернильница,S,11,4,2,0.0296,1157,542,80664,1,0.0271,1,1,5230,295,m,1
дощечке,дощечка,S,7,3,2,0.0459,1282,840,5326,0,0.0278,1,0,2562,144,m,2
сельском,сельский,A,8,2,3,0.0332,787.75,112,44634,1,0.0078,0,1,3444,256,f,1
городских,городской,A,9,3,4,0.0434,950.57,272,56514,1,0.0197,1,0,1816,203,m,2
отправляется,отправляться,V,12,5,4,0.0683,1367.67,474,21096,1,0.0138,0,1,3448,145,f,2
мальчики,мальчик,S,8,3,4,0.0443,1109.25,164,12604,0,0.0435,0,0,2728,184,m,1
переделках,переделка,S,10,4,1,0.0427,829,260,16380,0,0.0391,0,0,2728,230,f,3
изобрёл,изобретать,V,7,3,3,0.0926,697,188,6490,0,0.0175,0,0,2998,114,f,1
небось,небось,ADV,6,2,3,0.0672,1432.89,202,38838,0,0.0116,0,0,2838,172,f,1
воркуют,ворковать,V,7,3,1,0.0653,1006.6,810,8652,0,0.0439,0,0,2736,114,f,1
метко,метко,ADV,5,2,3,0.0436,1148,298,3602,0,0.0099,0,0,4052,203,m,2
тундру,тундра,S,6,2,2,0.0657,1761.22,134,7644,0,0.0138,0,0,9522,145,f,1
посеяли,посеять,V,7,4,1,0.0643,1320,364,1570,0,0.0444,1,0,2188,135,f,1
территорий,территория,S,10,4,4,0.0499,1711.38,174,42466,1,0.0045,0,1,11124,221,f,1
воспитание,воспитание,S,10,4,3,0.0448,990.88,151,89,1,0.0052,0,1,28657,191,m,2
компьютер,компьютер,S,9,3,4,0.0669,1084.33,242,10330,0,0.058,0,0,2602,138,f,1
чернильницу,чернильница,S,11,4,2,0.0344,1445.22,550,68272,0,0.035,1,0,2760,257,m,1
пищат,пищать,V,5,2,2,0.0563,1113.83,462,6032,1,0.0143,0,1,18854,140,f,1
сойка,сойка,S,5,1,1,0.0845,618.67,214,31956,1,0.0194,0,1,3073,103,f,2
ничего,ничего,ADV,6,3,4,0.0511,1220.43,300,56804,1,0.0427,0,0,2778,164,m,1
воспитание,воспитание,S,10,4,3,0.0301,1143.33,174,96,1,0.0033,0,1,58852,302,m,2
переделках,переделка,S,10,4,1,0.0473,892.75,184,11606,0,0.0415,0,0,2782,193,f,2
переделках,переделка,S,10,4,1,0.0479,1414.62,828,21246,0,0.0341,1,0,2664,205,f,1
возмущала,возмущать,V,9,4,1,0.0562,1634.2,338,13696,0,0.0115,0,0,2922,174,f,1
дрозды,дрозд,S,6,1,2,0.047,1163.14,365,93,1,0.0069,0,1,54449,144,m,2
благоустройстве,благоустройство,S,15,5,1,0.0399,1031.14,286,52550,0,0.0321,0,0,5590,218,m,1
вовсе,вовсе,ADV,5,2,5,0.0511,1198.5,278,100,1,0.006,0,1,38302,168,f,1
освоил,осваивать,V,6,3,1,0.0317,1242.1,148,60986,1,0.0038,1,1,370,265,f,1
скрипит,скрипеть,V,7,2,3,0.0668,1133.67,148,4936,0,0.0263,1,0,2722,114,f,1
трактором,трактор,S,9,3,2,0.0342,744.11,364,82172,1,0.0352,0,0,2806,256,f,1
хватается,хвататься,V,9,4,2,0.035,1468.83,334,71232,0,0.0233,0,0,2808,257,m,1
арктики,арктика,S,7,3,3,0.0417,1619.67,280,18076,0,0.0282,1,0,2502,177,f,1
того,то,P,4,2,5,0.0515,1199.44,210,18262,0,0.006,1,0,17788,168,f,1
тракторист,тракторист,S,10,3,2,0.0368,1653.75,200,80738,1,0.0383,0,0,2824,209,f,1
берлогу,берлога,S,7,3,2,0.0592,872,164,22420,0,0.0492,0,0,2834,183,f,1
жужжит,жужжать,V,6,2,2,0.0974,1398,238,19000,0,0.0274,0,0,3130,73,m,1
жужжит,жужжать,V,6,2,2,0.0985,1112.6,720,7766,1,0.0532,0,1,4700,94,m,2
гоняет,гонять,V,6,3,1,0.0392,1185.55,252,69896,1,0.004,0,1,3884,252,f,1
певчие,певчий,A,6,2,3,0.0706,1613.08,110,28566,1,0.007,1,1,6610,142,f,1
тундру,тундра,S,6,2,2,0.0558,1089.11,150,17722,0,0.0053,0,0,3002,188,m,1
управляют,управлять,V,9,4,3,0.059,1342.11,182,20910,0,0.062,1,0,2516,129,m,1
заменяет,заменять,V,8,4,3,0.0611,1190.09,366,7644,1,0.0121,0,1,3114,165,f,2
маленькая,маленький,A,9,4,5,0.0591,1404.73,264,40964,0,0.0775,0,0,2636,129,m,1
управляют,управлять,V,9,4,3,0.0706,1511.5,822,26390,0,0.0559,0,0,2848,143,f,1
трактор,трактор,S,7,2,3,0.0453,1109,1164,10332,0,0.0246,0,0,2848,203,m,2
певчие,певчий,A,6,2,3,0.0637,1294.12,296,36972,1,0.0551,1,0,2572,127,m,1
севера,север,S,6,2,4,0.0748,1377.75,562,1382,0,0.0072,1,0,3088,139,f,1
недолго,недолго,ADV,7,3,4,0.0445,698.89,335,91,1,0.005,0,1,38009,201,f,1
воркуют,ворковать,V,7,3,1,0.0889,1062.89,572,11308,0,0.033,1,0,938,91,f,1
щёки,щека,S,4,2,3,0.0311,1237.44,226,16662,0,0.0232,1,0,2448,302,m,2
трещит,трещать,V,6,2,3,0.0687,988.86,174,39524,1,0.0614,0,0,2876,114,f,1
трудоемкие,трудоемкий,A,10,5,1,0.0495,1385.9,192,34558,0,0.0488,0,0,2876,205,f,1
возмущала,возмущать,V,9,4,1,0.0421,1440,478,18550,0,0.0052,1,0,2420,192,m,1
похуже,плохо,ADV,6,3,2,0.0325,1108.33,1036,20040,0,0.0113,0,0,2878,265,f,1
называют,называть,V,8,3,5,0.054,1989.5,382,4064,0,0.0255,1,0,1116,157,f,2
устройств,устройство,S,9,2,3,0.0601,1366.33,174,14154,0,0.0465,1,0,2892,129,m,1
снова,снова,ADV,5,2,5,0.0451,770.56,362,43316,1,0.0348,0,0,2264,201,f,1
тракторист,тракторист,S,10,3,2,0.0614,1513.5,142,48902,1,0.0465,0,0,2902,172,f,1
стучат,стучать,V,6,2,3,0.0648,1444,164,13732,0,0.0079,1,0,6094,127,m,1
трудоемкие,трудоемкий,A,10,5,1,0.0631,1629.38,400,27734,0,0.0136,1,0,728,147,f,1
хватается,хвататься,V,9,4,2,0.0492,1545.71,990,53412,0,0.0261,1,0,2214,153,m,1
все,все,P,3,1,5,0.0463,940.62,216,29354,0,0.0049,1,0,216,203,m,2
заменяет,заменять,V,8,4,3,0.0588,1779.33,572,15496,0,0.0496,0,0,2910,121,m,1
горшок,горшок,S,6,2,2,0.0316,1152.33,150,7150,0,0.0305,0,0,2914,295,m,1
арктики,арктика,S,7,3,3,0.0731,1486.33,454,10586,0,0.0069,1,0,2490,145,f,2
трещит,трещать,V,6,2,3,0.0906,1147,310,21616,1,0.011,1,1,10328,91,f,1
трудоемкие,трудоемкий,A,10,5,1,0.0631,1028.6,230,16358,0,0.0055,0,0,5124,182,m,1
своё,свое,A,4,2,5,0.0906,1500.11,292,21648,1,0.0083,1,1,1062,120,f,3
георгины,георгин,S,8,4,1,0.1,1417.12,522,28174,1,0.0792,0,0,2930,101,f,3
ребенок,ребенок,S,7,3,4,0.0318,1084.36,276,74432,1,0.0364,0,0,2932,302,m,2
дрозды,дрозд,S,6,1,2,0.0656,1298.33,132,39652,1,0.0079,0,1,3226,127,m,1
бросила,бросать,V,7,3,4,0.0538,1194.25,744,18488,0,0.006,1,0,3116,168,f,1
воспитывают,воспитывать,V,11,5,1,0.073,1449.38,322,19906,0,0.0069,1,0,1274,145,f,3
заменяет,заменять,V,8,4,3,0.036,715.25,320,26978,0,0.0312,0,0,2950,256,f,1
щёки,щека,S,4,2,3,0.0493,1745.27,202,8082,0,0.0262,1,0,2088,267,f,1
унесло,уносить,V,6,3,2,0.0518,1304.67,178,50556,1,0.0539,0,0,2958,167,m,1
которого,который,P,8,3,5,0.0719,1069.88,388,23188,0,0.0217,0,0,3226,138,f,1
гладиолусов,гладилоус,S,11,5,1,0.0775,1684,116,10194,0,0.0074,1,0,116,135,f,1
клубни,клубень,S,6,2,2,0.0483,1149.5,242,23996,0,0.0543,0,0,2978,184,m,1
рябчики,рябчик,S,7,2,2,0.1025,1406.17,392,16212,0,0.0685,1,0,2684,73,m,1
рябчики,рябчик,S,7,2,2,0.0924,1075.25,306,20364,1,0.011,1,1,1144,91,f,1
территорий,территория,S,10,4,4,0.0632,1411.22,120,41406,1,0.0523,0,0,2984,172,f,1
стальной,стальной,A,9,2,3,0.0542,1631.25,134,458,0,0.0045,1,0,134,221,f,1
несправедливость,несправедливость,S,16,5,2,0.0528,906,158,15064,0,0.0046,0,0,6184,217,f,1
переделках,переделка,S,10,4,1,0.0502,1490.75,178,7562,0,0.0246,1,0,1484,244,f,1
умке,умке,S,4,2,1,0.0562,2125.33,210,47168,1,0.0573,0,0,2998,157,f,2
