modern_name,old_name_sep,id
"Бородин, И. П.","Бородинъ, И. П.",1811
"Бородин, Ив.","Бородинъ, Ив.",1056
"Бородин, Н.","Бородинъ, Н.",2796
"Бородина, А. В.","Бородина, А. В.",1558
"Бороздин, А. П., проф.","Бороздинъ, А. П., проф.",1032
"Бороздин, К. А.","Бороздинъ, К. А.",2262
"Бороздина, Е.","Бороздина, Е.",874
"Ботезат, А. И.","Ботезатъ, А. И.",1622
"Ботезат, А. И.","Ботезатъ, А. И.",1700
"Боткин, С. П.","Боткинъ, С. П.",1468
"Боткин, С. С.","Боткинъ, С. С.",2027
"Боткин, С. С.","Боткинъ, С. С.",2027
"Бочагов, А. Д.","Бочаговъ, А. Д.",2127
"Бочаров, Иван","Бочаровъ, Иванъ",545
"Бочаров, Н. П.","Бочаровъ, Н. П.",879
"Бразоль, Л.","Бразоль, Л.",1618
"Брайко, Г. Л.","Брайко, Г. Л.",37
"Брайко, Г. Л.","Брайко, Г. Л.",42
"Брандт, А. Ф.","Брандтъ, А. Ѳ.",2568
Брандус,Брандусъ,481
"Браславский, Ф. Р.","Браславскій, Ф. Р.",1062
"Браславский, Ф. Р.","Браславскій, Ф. Р.",1451
"Браславский, Ф. Р.","Браславскій, Ф. Р.",1593
"Брауде, И.","Брауде, И.",2470
"Браунов, П. И.","Брауновъ, П. И.",2192
"Браше, О.","Браше, О.",2790
"Брашман, Н. Д.","Брашманъ, Н. Д.",877
"Брей, В. В.","Брей, В. В.",1683
"Брей, В. В.","Брей, В. В.",1722
"Брейденбах, П. Ф.","Брейденбахъ, П. Ф.",2052
"Брейтигам, П. Г.","Брейтигамъ, П. Г.",2467
Брейткопф,Брейткопфъ,104
"Брейтшнейдер, Е. В.","Брейтшнейдеръ, Е. В.",996
"Бродский, И. В.","Бродскій, І. В.",2848
"Броневский, В. Б.","Броневскій, В. Б.",205
"Брусилов, Николай Петрович","Брусиловъ, Николай Петровичъ",146
"Брыков, И.","Брыковъ, И.",367
"Брюккер, А.","Брюккеръ, А.",1523
"Бублик, В. Д.","Бубликъ, В. Д.",2679
"Бублик, В. Д.","Бубликъ, В. Д.",2828
"Бугаев, Н. В.","Бугаевъ, Н. В.",877
"Бугайский, П. Я.","Бугайскій, П. Я.",1106
"Бугайский, П. Я.","Бугайскій, П. Я.",1427
"Будилович, А.","Будиловичъ, А.",1310
"Будилович, А. С.","Будиловичъ, А. С.",2212
"Буксгевден, К., бар.","Буксгевденъ, К., бар.",960
Булашев,Булашевъ,1675
"Булгаков, А.","Булгаковъ, А.",1847
"Булгаков, Ф.","Булгаковъ, Ѳ.",1477
"Булгаков, Ф. И.","Булгаковъ, Ѳ. И.",1383
"Булгаков, Ф. И.","Булгаковъ, Ѳ. И.",2095
"Булгаков, Ф. И.","Булгаковъ, Ѳ. И.",2582
"Булгарин, Ф. В.","Булгаринъ, Ѳ. В.",206
"Булгарин, Ф. В.","Булгаринъ, Ѳ. В.",275
"Булгарин, Ф. В.","Булгаринъ, Ѳ. В.",280
"Булгарин, Ф. В.","Булгаринъ, Ѳ. В.",291
"Булгарин, Ф. В.","Булгаринъ, Ѳ. В.",292
"Булгарин, Ф. В.","Булгаринъ, Ѳ. В.",448
"Булгарин, Ф. В.","Булгаринъ, Ѳ. В.",455
"Буле, И. Ф.","Буле, И. Ѳ.",149
"Буле, И. Ф.","Буле, И. Ѳ.",168
"Бунаков, А. М.","Бунаковъ, А. М.",2074
"Бунге, Н. Х., проф.","Бунге, Н. Х., проф.",708
"Бурачек, С. А.","Бурачекъ, С. А.",436
"Буренин, С. П.","Буренинъ, С. П.",2370
"Буринская, Алекс. Конст.","Буринская, Алекс. Конст.",1416
"Буринский, Е. Ф.","Буринскій, Е. Ѳ.",1389
"Бурнашев, В. П.","Бурнашевъ, В. П.",14
"Бурнашев, В. П.","Бурнашевъ, В. П.",577
"Бурнашев, Вл.","Бурнашевъ, Вл.",448
"Бурнашева, С. П.","Бурнашева, С. П.",590
"Бурнашева, С. П.","Бурнашева, С. П.",645
"Буссе, Л.","Буссе, Л.",513
"Бутков, П. Г.","Бутковъ, П. Г.",312
"Бутлеров, А. М.","Бутлеровъ, А. М.",1835
"Бутлеров, А. М.","Бутлеровъ, А. М.",2172
"Бухорев, И. Н.","Бухоревъ, И. Н.",1939
"Бухорев, И. Н.","Бухоревъ, И. Н.",1939
"Бушен, А.","Бушенъ, А.",854
"Бушен, А.","Бушенъ, А.",859
"Бывалькевич, П. Гр.","Бывалькевичъ, П. Гр.",441
"Быков, К. В.","Быковъ, К. В.",2551
"Быков, Н. В.","Быковъ, Н. В.",2667
"Быков, Петр Вас.","Быковъ, Петръ Вас.",901
"Быков, Петр Вас.","Быковъ, Петръ Вас.",1394
"Быков, Петр Вас.","Быковъ, Петръ Вас.",1394
"Быков, Петр Вас.","Быковъ, Петръ Вас.",1775
"Быстров, И.","Быстровъ, И.",533
"Быховский, В.","Быховскій, В.",2643
"Быховский, В.","Быховскій, В.",2715
"Бычихин, А. А.","Бычихинъ, А. А.",444
"Бычков, А. Ф.","Бычковъ, А. Ѳ.",501
"Бюлер, П. Ф.","Бюлеръ, П. Ф.",2678
"Бюргер, А.","Бюргеръ, А.",337
"Бюргер, А.","Бюргеръ, А.",778
"Бялыницкий-Бирули, А. А.","Бялыницкій-Бирули, А. А.",1056
В. И. М.,В. И. М.,184
"Вагин, В. И.","Вагинъ, В. И.",1167
"Вагнер, Н. П.","Вагнеръ, Н. П.",1056
"Вагнер, Н. П.","Вагнеръ, Н. П.",1301
"Вагнер, Н. П.","Вагнеръ, Н. П.",1431
"Валицкий, В. Э.","Валицкій, В. Э.",1745
"Валле-де-Парр, Е. А.","Валле-де-Парръ, Е. А.",1647
"Вальтер, А. П., проф.","Вальтеръ, А. П., проф.",665
"Вальтер, Л. А.","Вальтеръ, Л. А.",2591
"Вальх, В.","Вальхъ, В.",1739
"Вальц, Я.","Вальцъ, Я.",444
"Вальцев, Д. П.","Вальцевъ, Д. П.",2196
"Ванин, И. С.","Ванинъ, И. С.",2734
"Ванчаков, А.","Ванчаковъ, А.",2506
"Ванюшин, К. А.","Ванюшинъ, К. А.",2613
"Варадинов, Н. В.","Варадиновъ, Н. В.",312
"Варадинов, Н. В.","Варадиновъ, Н. В.",744
"Варенцов, А. А.","Варенцовъ, А. А.",144
"Варнек, Л. Н.","Варнекъ, Л. Н.",2305
"Варпаховский, Н. А.","Варпаховскій, Н. А.",868
"Варпаховский, Н. А.","Варпаховскій, Н. А.",2207
"Варрава, М. П.","Варрава, М. П.",2481
"Варшавский, И.","Варшавскій, И.",2864
"Василевский, И. Ф.","Василевскій, И. Ф.",1265
"Васильев, А. В.","Васильевъ, А. В.",2438
"Васильев, А. К.","Васильевъ, А. К.",909
"Васильев, А. К.","Васильевъ, А. К.",2176
"Васильев, А. К.","Васильевъ, А. К.",2179
"Васильев, В. А.","Васильевъ, В. А.",957
"Васильев, Василий","Васильевъ, Василій",1226
"Васильев, И. Н.","Васильевъ, И. Н.",1388
"Васильев, Н. В.","Васильевъ, Н. В.",1735
"Васильев, Н. П.","Васильевъ, Н. П.",2027
"Васильев, С. М.","Васильевъ, С. М.",1997
"Васильев, С. М.","Васильевъ, С. М.",2383
"Васильева, А.","Васильева, А.",1609
"Васильева, С. М.","Васильева, С. М.",2383
"Васильевский, В. Г.","Васильевскій, В. Г.",350
"Васильевский, В. Г.","Васильевскій, В. Г.",2302
"Васильков, А.","Васильковъ, А.",667
"Васьковский, Е. В.","Васьковскій, Е. В.",1689
"Ватсон, Э.","Ватсонъ, Э.",1574
"Ватсон, Э. К.","Ватсонъ, Э. К.",3
"Вачнадзе, К.","Вачнадзе, К.",1531
"Вебер, К. К.","Веберъ, К. К.",1915
"Вебер, К. К.","Веберъ, К. К.",2019
"Вебер, Ф. Д.","Веберъ, Ф. Д.",1516
"Вебер, Ф. Д.","Веберъ, Ф. Д.",1702
"Вевер, книгосодержатель","Веверъ, книгосодержатель",10
"Вевер, Х. Л.","Веверъ, Х. Л.",33
"Вейденбаум, Е. Г.","Вейденбаумъ, Е. Г.",507
"Вейденбаум, Е. Г.","Вейденбаумъ, Е. Г.",1555
"Вейдле, Я. Я.","Вейдле, Я. Я.",2670
"Вейдле, Я. Я.","Вейдле, Я. Я.",2860
"Веймарн, П. П.","Веймарнъ, П. П.",1923
"Вейнберг, П.","Вейнбергъ, П.",797
"Вейнберг, П.","Вейнбергъ, П.",1280
"Вейнберг, П.","Вейнбергъ, П.",2275
"Вейнберг, П. И.","Вейнбергъ, П. И.",682
"Вейнберг, П. И.","Вейнбергъ, П. И.",1627
"Вейнберг, П. И.","Вейнбергъ, П. И.",1678
"Вейс, Л.","Вейсъ, Л.",457
"Вейскгопфен, И. А.","Вейскгопфенъ, І. А, фонъ",210
Вейтбрехт,Вейтбрехтъ,42
"Величко, В. Л.","Величко, В. Л.",475
Величков,"Величковъ,",1589
"Величковский, А. П.","Величковскій, А. П.",2173
"Веллер, Г. Р.","Веллеръ, Г. Р.",2731
"Веллер, Л. Р.","Веллеръ, Л. Р.",2731
"Вельможин, И. Ф.","Вельможинъ, И. Ф.",954
"Вельяминов-Зернов, В. В.","Вельяминовъ-Зерновъ, В. В.",575
"Вельяминов-Зернов, В. Ф.","Вельяминовъ-Зерновъ, В. Ѳ.",151
"Вельяминов, А.","Вельяминовъ, А.",191
"Вельяминов, Н. А.","Вельяминовъ, Н. А.",1787
"Вельяминов, Н. А.","Вельяминовъ, Н. А.",2440
"Вельяминов, Н. А.","Вельяминовъ, Н. А.",2502
"Вельяминов, Н. А.","Вельяминовъ, Н. А.",2777
"Вельяшев-Волынцев, Д. И.","Вельяшевъ-Волынцевъ, Д. И.",196
"Венгеров, С. А.","Венгеровъ, С. А.",1599
Веневитинов,Веневитиновъ,312
"Вениамин, Архимандр.","Веніаминъ, Архимандр.",799
"Вениаминов, П. Д., проф.","Веніаминовъ, П. Д., проф.",6
"Венсович, И. Ф.","Венсовичъ, И. Ѳ.",176
"Венцлавович, С. В.","Венцлавовичъ, С. В.",2677
"Венюков, М. И.","Венюковъ, М. И.",840
"Венюков, П.","Венюковъ, П.",1056
"Вербицкий, П.","Вербицкій, П.",488
"Вербицкий, П.","Вербицкій, П.",488
"Вердеревский, Е.","Вердеревскій, Е.",475
"Вердеревский, Е. А.","Вердеревскій, Е. А.",507
"Вереха, П. Н.","Вереха, П. Н.",1811
"Вереха, П. Н.","Вереха, П. Н.",2646
"Верещагин, Н. В.","Верещагинъ, Н. В.",1926
"Вернадский, И. В.","Вернадскій, И. В.",558
"Вернадский, И. В.","Вернадскій, И. В.",594
"Вернадский, И. В.","Вернадскій, И. В.",1273
"Вернер, Е.","Вернеръ, Е.",1729
"Вернер, Е.","Вернеръ, Е.",1840
"Вернер, Е.","Вернеръ, Е.",1872
"Вернер, М.","Вернеръ, М.",1729
"Вернер, М.","Вернеръ, М.",1840
"Вернер, М.","Вернеръ, М.",1872
"Версилов, Н. А.","Версиловъ, Н. А.",531
"Вертепов, Г. А.","Вертеповъ, Г. А.",2144
"Веру, И. А.","Веру, И. А.",1594
"Веселаго, С. А.","Веселаго, С. А.",2450
"Веселовская, В. Я.","Веселовская, В. Я.",954
"Веселовский, А.","Веселовскій, А.",859
"Веселовский, А. К.","Веселовскій, А. К.",1734
"Веселовский, В. Г.","Веселовскій, В. Г.",954
"Веселовский, В. Г.","Веселовскій, В. Г.",954
"Веселовский, Г.","Веселовскій, Г.",1026
"Веселовский, Г. М.","Веселовскій, Г. М.",718
"Веселовский, Г. М.","Веселовскій, Г. М.",954 954
"Веселовский, К. С.","Веселовскій, К. С.",14
"Веселовский, Н. И.","Веселовскій, Н. И.",528
"Веселовский, Н. И.","Веселовскій, Н. И.",907
"Веселовский, Н. И.","Веселовскій, Н. И.",907
"Веске, М. П.","Веске, М. П.",1324
"Вессель, Н. Х.","Вессель, Н. Х.",709
"Вессель, Н. Х.","Вессель, Н. Х.",850
"Вессель, Н. Х.","Вессель, Н. Х.",1280
"Вессель, Н. Х.","Вессель, Н. Х.",1897
"Ветринский, И. Я.","Вѣтринскій, И. Я.",338
"Вильд, Г.","Вильдъ, Г.",843
"Вильд, Г. И., д-р","Вильдъ, Г. И., д-ръ",1040
"Вильде, М.","Вильде, М.",903
"Вилькин, Н.","Вилькинъ, Н.",1487
"Вилькин, Н.","Вилькинъ, Н.",1738
"Вильсон, И. И.","Вильсонъ, И. И.",840
"Вильсон, Л. Л.","Вильсонъ, Л. Л.",1938
"Вильсон, Л. Л.","Вильсонъ, Л. Л.",1942
"Вильямс, В. Р.","Вильямсъ, В. Р.",2417
